id,age,race_raw,sex,juv_fel_count,juv_misd_count,juv_other_count,priors_count,charge_degree,two_year_recid,race
5483,44,Caucasian,1,0,0,0,5,1,0,0
5484,57,Caucasian,1,0,0,0,1,1,0,0
5485,22,African-American,1,0,0,1,0,1,1,1
5489,24,African-American,1,0,0,0,7,1,1,1
5491,20,Caucasian,1,0,0,0,0,1,0,0
5495,60,African-American,1,0,0,0,13,1,0,1
5496,22,African-American,0,0,0,0,2,1,0,1
5500,72,Caucasian,1,0,0,0,7,1,0,0
5501,33,African-American,1,0,0,0,3,1,1,1
5502,24,African-American,1,0,0,0,1,1,1,1
5505,60,African-American,1,0,0,0,0,1,0,1
5506,24,Caucasian,1,0,0,0,3,1,1,0
5508,30,African-American,1,0,0,0,1,0,0,1
5511,43,Caucasian,0,0,0,0,0,0,0,0
5515,45,African-American,1,0,0,0,1,0,0,1
5518,31,Caucasian,1,0,0,0,1,0,0,0
5519,40,African-American,1,0,0,0,0,0,0,1
5520,50,Caucasian,1,0,0,0,1,1,0,0
5524,41,African-American,1,0,0,0,7,1,0,1
5525,34,Caucasian,1,0,0,1,5,1,1,0
5528,28,Caucasian,0,0,0,0,0,1,0,0
5531,23,Caucasian,1,0,0,2,2,1,1,0
5535,21,Caucasian,1,0,0,1,1,1,1,0
5537,22,African-American,0,0,1,0,2,0,1,1
5539,29,African-American,1,0,0,0,6,1,1,1
5542,30,African-American,0,0,0,0,0,0,0,1
5543,45,Caucasian,1,0,0,0,3,0,1,0
5544,24,African-American,0,0,0,0,2,1,0,1
5545,31,Caucasian,1,0,0,0,4,1,1,0
5546,56,Caucasian,1,0,0,0,0,0,0,0
5550,24,African-American,1,0,4,0,14,1,1,1
5551,38,African-American,1,0,0,0,11,1,0,1
5552,51,African-American,1,0,0,0,22,1,1,1
5553,22,Caucasian,1,0,0,0,0,1,0,0
5554,28,African-American,1,0,0,0,5,0,0,1
5556,47,African-American,1,0,0,1,19,1,1,1
5557,51,African-American,1,0,0,0,0,0,1,1
5558,25,Caucasian,1,0,0,0,1,0,0,0
5561,30,African-American,1,0,0,0,0,1,0,1
5563,33,Caucasian,1,0,0,0,0,1,1,0
5564,35,African-American,1,0,0,0,5,1,1,1
5567,33,African-American,0,0,0,0,0,1,0,1
5573,33,Caucasian,0,0,0,0,1,1,0,0
5574,27,African-American,1,0,0,0,2,1,1,1
5575,29,African-American,0,0,0,0,9,1,1,1
5578,24,African-American,1,0,0,3,3,1,1,1
5579,43,African-American,1,0,0,0,5,1,0,1
5583,37,African-American,1,0,0,0,11,0,1,1
5584,53,African-American,1,0,0,0,13,1,0,1
5586,26,African-American,1,0,0,0,4,1,1,1
5590,30,Caucasian,0,0,0,0,1,0,0,0
5591,27,African-American,1,0,0,0,6,1,1,1
5592,39,Caucasian,1,0,0,0,9,1,1,0
5593,37,Caucasian,1,0,0,0,4,0,1,0
5594,22,Caucasian,1,0,0,0,3,0,1,0
5596,25,Caucasian,1,0,0,0,0,1,0,0
5599,28,Caucasian,0,0,0,0,0,0,0,0
5600,25,African-American,1,0,0,0,0,0,1,1
5601,58,Caucasian,1,0,0,0,1,1,0,0
5603,29,Caucasian,0,0,0,0,1,0,1,0
5604,33,African-American,1,0,0,0,8,1,0,1
5605,38,African-American,1,0,0,0,0,1,0,1
5607,38,Caucasian,1,0,0,0,2,1,0,0
5609,59,African-American,1,0,0,0,22,1,1,1
5613,53,Caucasian,1,0,0,0,0,0,1,0
5614,33,African-American,1,0,0,0,2,1,1,1
5617,58,Caucasian,1,0,0,0,1,0,0,0
5621,53,Caucasian,1,0,0,0,2,1,0,0
5623,32,Caucasian,1,0,0,0,0,0,1,0
5627,35,African-American,1,0,0,0,6,1,1,1
5628,39,Caucasian,1,0,0,0,1,1,0,0
5632,42,Caucasian,0,0,0,0,5,0,1,0
5633,37,African-American,1,0,0,0,0,0,0,1
5634,39,Caucasian,1,0,0,0,0,1,0,0
5635,52,Caucasian,0,0,0,0,3,0,0,0
5639,42,Caucasian,1,0,0,0,4,1,1,0
5646,23,African-American,1,0,0,0,6,1,1,1
5647,42,African-American,0,0,0,0,0,0,1,1
5650,28,African-American,1,0,0,0,5,1,0,1
5651,38,Caucasian,1,0,0,0,12,1,0,0
5652,43,African-American,0,0,0,0,2,1,1,1
5654,42,African-American,1,0,0,0,0,1,0,1
5655,25,Caucasian,0,0,0,0,0,0,0,0
5657,32,African-American,1,0,0,0,7,1,1,1
5658,21,African-American,1,0,0,0,0,1,1,1
5659,35,Caucasian,0,0,0,0,1,0,0,0
5660,37,Caucasian,1,0,0,0,0,1,0,0
5664,33,African-American,0,0,0,0,2,1,0,1
5665,51,Caucasian,0,0,0,0,4,1,0,0
5666,39,Caucasian,1,0,0,0,3,1,0,0
5668,40,African-American,1,0,0,0,3,1,0,1
5669,32,African-American,1,0,0,0,17,1,1,1
5671,32,Caucasian,1,0,0,0,3,1,1,0
5673,32,African-American,1,0,0,0,10,1,1,1
5675,47,Caucasian,1,0,0,0,5,0,1,0
5676,23,Caucasian,0,0,0,0,0,0,0,0
5677,63,Caucasian,1,0,0,0,10,1,1,0
5678,38,African-American,1,0,1,0,16,1,1,1
5680,32,African-American,1,0,0,0,6,0,1,1
5681,31,African-American,1,0,0,0,4,1,1,1
5684,23,African-American,1,0,0,0,0,1,0,1
5686,47,Caucasian,0,0,0,0,0,0,0,0
5687,33,Caucasian,1,0,0,0,1,1,1,0
5689,22,Caucasian,1,0,0,0,1,1,0,0
5692,40,Caucasian,1,0,0,0,0,0,1,0
5693,36,African-American,1,10,0,0,14,1,1,1
5695,65,Caucasian,0,0,0,0,0,0,0,0
5697,22,African-American,0,0,0,0,0,0,0,1
5700,26,Caucasian,0,0,0,0,4,1,1,0
5711,52,Caucasian,1,0,0,0,2,1,1,0
5716,34,African-American,1,0,0,0,5,1,0,1
5717,33,African-American,1,0,0,0,1,0,1,1
5719,21,African-American,1,0,1,2,1,1,0,1
5722,46,African-American,1,0,0,0,9,1,0,1
5724,57,Caucasian,1,0,0,0,1,0,0,0
5725,22,African-American,1,0,0,1,2,1,1,1
5726,48,Caucasian,0,0,0,0,1,0,1,0
5727,40,African-American,1,0,0,0,21,1,0,1
5728,30,African-American,0,0,0,0,1,1,0,1
5729,21,Caucasian,1,0,1,0,4,0,1,0
5730,39,African-American,0,0,2,0,22,1,1,1
5732,33,Caucasian,0,0,0,0,0,0,1,0
5733,24,African-American,1,0,0,0,0,1,0,1
5735,43,African-American,1,0,0,0,0,1,1,1
5736,45,Caucasian,0,0,0,0,0,0,0,0
5738,51,African-American,1,0,0,0,3,1,0,1
5740,31,African-American,1,0,0,0,9,0,1,1
5741,27,Caucasian,1,0,0,0,0,0,0,0
5742,32,African-American,1,0,0,0,1,1,0,1
5743,49,Caucasian,1,0,0,0,0,0,0,0
5745,29,African-American,1,0,0,0,2,1,0,1
5748,23,African-American,1,0,1,0,2,1,1,1
5753,30,Caucasian,1,0,0,0,0,0,0,0
5754,34,African-American,1,0,0,0,13,1,1,1
5756,33,African-American,1,0,0,0,4,1,0,1
5757,28,African-American,1,0,0,0,1,0,0,1
5759,29,African-American,1,0,0,0,1,1,0,1
5760,38,Caucasian,1,0,0,0,0,0,0,0
5761,37,Caucasian,1,0,0,0,0,1,0,0
5762,33,Caucasian,0,0,0,0,0,0,1,0
5765,51,African-American,1,1,0,1,19,1,0,1
5768,65,African-American,1,0,0,0,7,0,0,1
5769,32,African-American,0,0,0,0,1,0,0,1
5772,38,Caucasian,1,0,0,0,5,1,1,0
5773,35,African-American,1,0,0,0,1,1,0,1
5774,57,Caucasian,1,0,0,0,1,1,0,0
5776,26,Caucasian,1,0,0,0,1,1,0,0
5779,36,African-American,0,2,0,0,4,0,1,1
5784,35,Caucasian,1,0,0,0,3,1,1,0
5785,33,African-American,1,0,0,0,0,1,0,1
5787,47,Caucasian,1,0,0,0,0,0,0,0
5792,35,Caucasian,1,0,0,0,1,0,1,0
5793,36,African-American,0,0,0,0,1,1,1,1
5795,25,Caucasian,0,0,0,0,0,0,0,0
5801,51,Caucasian,1,0,0,0,6,1,1,0
5804,24,African-American,1,0,0,4,8,1,1,1
5806,32,Caucasian,1,0,0,0,0,1,1,0
5808,43,African-American,1,0,0,0,8,1,1,1
5809,45,African-American,1,1,0,1,20,0,0,1
5810,42,African-American,1,0,0,0,10,0,1,1
5811,22,African-American,1,0,0,0,1,1,1,1
5812,49,African-American,1,0,0,0,4,1,0,1
5813,42,African-American,1,0,0,0,0,1,1,1
5814,40,Caucasian,1,0,0,0,0,0,1,0
5816,25,African-American,1,0,1,0,2,1,1,1
5817,25,Caucasian,1,0,0,0,0,0,1,0
5818,23,African-American,1,0,0,0,0,1,0,1
5820,21,Caucasian,1,0,0,0,2,1,1,0
5821,31,Caucasian,1,0,0,0,3,0,0,0
5824,28,African-American,0,0,0,0,0,0,0,1
5825,24,African-American,1,0,0,0,11,1,1,1
5826,45,Caucasian,1,0,0,0,0,1,0,0
5827,23,African-American,1,0,0,0,2,0,1,1
5828,39,African-American,1,0,0,0,7,1,1,1
5831,24,African-American,1,0,1,0,1,1,0,1
5832,46,Caucasian,1,0,0,0,1,1,0,0
5833,47,Caucasian,1,0,0,0,3,1,0,0
5836,22,African-American,1,0,0,1,1,0,1,1
5837,34,Caucasian,0,0,0,0,0,0,0,0
5838,33,Caucasian,1,0,0,0,0,0,1,0
5842,29,African-American,1,0,0,1,16,1,1,1
5849,29,African-American,1,0,0,0,0,0,0,1
5850,25,Caucasian,0,0,0,0,2,0,1,0
5851,34,Caucasian,1,0,0,0,16,1,1,0
5852,55,African-American,0,0,0,0,1,1,0,1
5853,27,African-American,1,0,0,0,0,1,1,1
5854,26,African-American,1,0,0,0,0,0,0,1
5856,39,African-American,1,2,2,1,19,1,1,1
5857,24,African-American,1,0,0,0,1,1,0,1
5858,29,Caucasian,1,0,0,0,0,0,0,0
5863,50,African-American,1,0,0,0,13,1,1,1
5865,31,African-American,1,0,0,0,4,1,1,1
5869,26,Caucasian,1,1,0,0,2,1,0,0
5871,54,Caucasian,1,0,0,0,2,1,0,0
5873,33,African-American,1,0,0,0,14,1,1,1
5875,22,African-American,1,0,0,0,0,0,1,1
5877,35,African-American,1,0,1,0,8,1,0,1
5880,25,African-American,1,0,0,0,0,1,0,1
5881,25,African-American,1,0,0,0,0,1,0,1
5882,44,African-American,1,0,0,0,0,1,1,1
5883,29,Caucasian,0,0,0,0,2,1,1,0
5885,46,Caucasian,1,0,0,0,2,1,1,0
5886,53,Caucasian,1,0,0,0,0,0,0,0
5887,24,African-American,1,0,0,0,2,1,1,1
5889,52,African-American,0,0,0,0,2,1,1,1
5890,27,African-American,1,0,0,0,0,0,1,1
5891,41,Caucasian,1,0,0,0,0,1,0,0
5892,21,African-American,0,0,0,0,0,1,1,1
5895,24,Caucasian,1,0,0,0,1,1,0,0
5898,23,Caucasian,1,0,0,0,0,0,0,0
5899,42,African-American,1,0,0,0,0,1,0,1
5902,24,African-American,1,5,0,0,5,1,1,1
5904,26,African-American,1,0,0,0,4,1,1,1
5905,50,Caucasian,1,0,0,0,9,1,1,0
5906,32,African-American,0,0,0,0,3,0,0,1
5907,40,African-American,1,0,0,0,13,1,0,1
5914,27,African-American,1,0,0,0,2,1,0,1
5915,23,Caucasian,1,0,0,0,0,1,1,0
5916,37,African-American,1,0,0,0,22,0,1,1
5917,32,African-American,1,0,0,0,1,0,1,1
5921,52,Caucasian,1,0,0,0,4,0,1,0
5923,29,Caucasian,1,0,0,0,2,1,0,0
5926,49,African-American,1,0,0,0,0,0,0,1
5928,50,Caucasian,1,0,0,0,0,1,0,0
5929,26,Caucasian,1,0,0,0,2,1,1,0
5930,34,Caucasian,0,0,0,0,0,1,1,0
5931,28,Caucasian,0,0,0,0,1,1,0,0
5934,30,African-American,1,0,0,0,0,1,1,1
5935,24,African-American,1,0,0,0,3,1,1,1
5937,25,African-American,1,0,0,0,0,0,1,1
5938,25,African-American,1,0,0,0,4,0,1,1
5939,45,Caucasian,1,0,0,0,2,1,0,0
5942,26,Caucasian,1,0,0,0,1,1,1,0
5947,40,Caucasian,1,0,0,0,2,0,0,0
5958,21,African-American,1,0,0,0,1,1,1,1
5960,55,Caucasian,1,0,0,0,0,0,0,0
5963,22,Caucasian,1,0,0,0,1,1,1,0
5964,23,African-American,0,0,0,0,1,1,0,1
5968,57,Caucasian,1,0,0,0,9,1,1,0
5969,33,Caucasian,1,0,0,0,0,0,1,0
5970,32,Caucasian,1,0,0,0,2,1,0,0
5971,47,Caucasian,1,0,0,0,3,1,0,0
5973,51,Caucasian,1,0,0,0,6,0,1,0
5974,22,African-American,1,0,1,0,1,1,0,1
5975,47,Caucasian,1,0,0,0,2,1,0,0
5976,28,Caucasian,1,0,0,0,1,1,1,0
5978,28,African-American,1,0,0,0,5,1,0,1
5981,44,Caucasian,0,0,0,0,1,0,1,0
5982,25,African-American,1,0,0,0,0,1,1,1
5984,34,African-American,1,0,0,0,4,0,0,1
5985,65,Caucasian,1,0,0,0,0,0,0,0
5987,33,Caucasian,1,0,0,0,5,1,1,0
5988,23,Caucasian,0,0,0,0,0,0,0,0
5989,44,Caucasian,0,0,0,0,0,0,0,0
5992,24,African-American,1,0,0,0,1,0,0,1
5993,51,Caucasian,1,0,0,0,1,0,0,0
5994,21,African-American,0,0,0,0,0,1,1,1
5995,39,Caucasian,1,0,0,0,6,1,0,0
5996,29,African-American,1,0,0,0,29,1,1,1
5997,24,Caucasian,1,0,0,0,1,1,0,0
6000,23,African-American,0,0,0,0,0,1,1,1
6001,31,African-American,1,0,0,2,11,1,1,1
6002,35,African-American,0,0,0,0,0,0,0,1
6006,39,African-American,0,0,0,0,4,1,0,1
6010,51,Caucasian,1,0,0,0,0,0,0,0
6011,22,Caucasian,1,0,0,1,1,1,0,0
6013,29,Caucasian,1,0,0,0,2,1,0,0
6019,32,Caucasian,1,0,0,0,6,1,1,0
6021,33,Caucasian,1,0,0,0,3,0,1,0
6022,58,Caucasian,1,0,0,0,5,1,1,0
6027,33,African-American,1,0,0,0,2,1,1,1
6030,48,African-American,1,0,0,0,10,1,0,1
6032,23,African-American,1,0,0,0,0,0,0,1
6034,23,Caucasian,1,0,0,0,2,1,1,0
6040,29,African-American,1,0,0,0,0,0,1,1
6041,48,Caucasian,1,0,0,0,2,1,0,0
6042,37,Caucasian,1,0,0,0,4,0,1,0
6043,50,Caucasian,1,0,0,0,3,1,0,0
6044,19,African-American,1,0,0,0,3,1,1,1
6046,49,African-American,1,2,0,0,13,1,0,1
6047,58,Caucasian,1,0,0,0,2,1,0,0
6048,31,African-American,1,0,0,0,6,1,0,1
6051,23,African-American,1,0,0,2,1,0,0,1
6055,23,African-American,0,0,0,0,0,1,1,1
6056,31,Caucasian,1,0,0,0,17,1,1,0
6062,57,Caucasian,1,0,0,0,6,1,0,0
6064,31,Caucasian,0,0,0,0,0,0,0,0
6065,57,African-American,1,0,0,0,19,1,0,1
6066,57,Caucasian,1,0,0,0,12,0,0,0
6067,29,African-American,1,0,0,0,6,0,1,1
6070,30,African-American,1,0,0,0,0,0,1,1
6071,45,African-American,1,0,0,0,11,1,0,1
6073,42,Caucasian,1,0,0,0,0,1,0,0
6075,29,African-American,1,0,2,0,12,1,1,1
6078,28,Caucasian,0,0,0,0,0,1,0,0
6080,25,African-American,1,0,0,0,1,0,1,1
6081,34,Caucasian,0,0,0,0,3,0,0,0
6084,27,African-American,1,0,0,0,0,1,0,1
6085,39,African-American,1,0,0,0,4,1,0,1
6089,27,African-American,1,0,0,0,4,1,1,1
6094,30,Caucasian,1,0,0,1,7,1,1,0
6095,31,African-American,1,3,0,1,15,0,1,1
6096,20,African-American,1,0,0,1,1,0,1,1
6097,26,Caucasian,1,0,0,0,2,1,1,0
6100,34,Caucasian,1,0,0,0,0,1,1,0
6101,27,Caucasian,1,0,0,0,0,0,0,0
6105,29,African-American,1,0,0,0,4,1,0,1
6106,27,African-American,1,0,0,0,7,1,0,1
6107,24,Caucasian,0,0,0,0,0,1,0,0
6108,29,African-American,1,0,0,0,0,1,1,1
6109,20,Caucasian,1,0,0,0,0,1,0,0
6110,23,Caucasian,0,0,0,0,0,1,0,0
6111,48,African-American,0,0,0,0,0,0,0,1
6112,34,African-American,1,0,0,0,0,0,1,1
6113,46,African-American,1,0,0,0,1,0,1,1
6114,41,Caucasian,0,0,0,0,3,1,0,0
6116,26,African-American,1,0,0,0,3,1,1,1
6117,37,African-American,1,0,0,0,11,1,1,1
6123,22,Caucasian,0,0,0,0,2,1,0,0
6125,32,African-American,1,0,0,0,7,1,0,1
6127,44,African-American,1,0,0,0,0,0,0,1
6131,60,African-American,1,0,0,0,3,0,0,1
6133,49,Caucasian,1,0,0,0,0,1,0,0
6135,30,African-American,1,0,0,0,10,0,1,1
6137,52,Caucasian,1,0,0,0,0,1,0,0
6140,34,African-American,1,0,0,0,0,1,0,1
6143,55,African-American,1,0,0,0,5,1,1,1
6146,33,African-American,1,0,0,0,0,0,0,1
6147,22,African-American,1,0,0,0,0,1,1,1
6148,27,African-American,0,0,0,0,0,0,0,1
6149,20,African-American,1,0,0,2,0,1,1,1
6150,33,Caucasian,1,0,0,0,0,1,0,0
6152,26,African-American,1,0,0,0,0,0,0,1
6153,29,African-American,1,0,0,0,0,0,0,1
6154,32,African-American,1,0,0,0,1,0,0,1
6156,37,Caucasian,1,0,0,0,4,0,0,0
6159,31,African-American,1,0,0,0,15,1,0,1
6160,29,African-American,1,0,0,0,6,1,1,1
6161,31,African-American,1,0,0,0,6,1,0,1
6162,36,Caucasian,0,0,0,0,2,1,0,0
6164,37,African-American,0,0,0,0,1,1,0,1
6165,34,Caucasian,1,0,0,0,5,0,1,0
6166,20,Caucasian,1,0,0,0,1,0,1,0
6169,24,Caucasian,1,0,0,2,8,1,1,0
6170,29,African-American,1,0,1,0,8,0,1,1
6171,45,African-American,0,0,0,0,1,1,0,1
6172,34,Caucasian,1,0,0,0,2,1,1,0
6173,70,African-American,1,0,0,0,0,0,0,1
6177,23,African-American,1,1,0,0,4,1,0,1
6178,27,Caucasian,1,0,0,0,5,0,0,0
6179,44,Caucasian,1,0,0,0,6,1,1,0
6182,26,African-American,1,0,0,0,0,0,0,1
6183,23,Caucasian,0,0,0,0,2,0,0,0
6185,27,African-American,1,0,0,0,3,1,1,1
6189,46,Caucasian,0,0,0,0,1,1,0,0
6191,27,African-American,0,1,0,0,1,1,0,1
6192,45,Caucasian,1,0,0,0,7,1,0,0
6193,42,African-American,1,0,0,0,1,0,0,1
6195,24,Caucasian,0,0,1,0,3,0,1,0
6196,20,African-American,1,1,1,1,2,1,1,1
6198,49,Caucasian,1,0,0,0,3,1,0,0
6201,52,Caucasian,0,0,0,0,1,1,0,0
6203,26,African-American,1,0,0,0,1,0,0,1
6205,53,African-American,1,0,0,0,15,1,1,1
6207,38,African-American,1,0,0,0,0,0,1,1
6208,25,African-American,1,0,0,0,1,1,0,1
6210,21,African-American,1,1,0,0,1,1,1,1
6212,48,African-American,1,0,0,0,0,0,0,1
6216,22,African-American,1,0,0,0,0,1,1,1
6221,38,Caucasian,1,0,0,0,2,0,0,0
6226,44,Caucasian,0,0,0,0,0,0,1,0
6228,64,Caucasian,1,0,0,0,0,0,0,0
6229,38,Caucasian,1,0,0,0,5,0,1,0
6231,49,African-American,1,0,0,0,1,1,0,1
6239,51,African-American,1,0,0,0,3,1,0,1
6240,50,African-American,1,0,0,0,0,1,0,1
6241,33,Caucasian,1,0,2,0,2,0,0,0
6242,54,Caucasian,0,0,0,0,0,0,0,0
6247,42,African-American,1,0,0,0,17,0,1,1
6248,34,Caucasian,1,0,0,0,3,1,0,0
6249,38,Caucasian,1,0,0,0,2,1,1,0
6250,21,African-American,1,0,0,0,1,1,1,1
6251,33,African-American,1,0,0,0,5,1,0,1
6256,32,African-American,1,0,0,1,9,0,1,1
6259,45,Caucasian,1,0,0,0,1,0,0,0
6260,30,Caucasian,1,0,0,0,1,1,1,0
6264,29,African-American,0,0,0,0,0,1,0,1
6267,51,Caucasian,0,0,0,0,0,0,1,0
6268,28,African-American,0,0,0,0,0,1,0,1
6271,27,Caucasian,1,0,0,0,1,1,0,0
6278,30,African-American,0,0,0,0,0,1,0,1
6280,32,African-American,1,0,0,0,0,0,0,1
6281,27,Caucasian,1,0,0,0,5,1,0,0
6284,21,African-American,1,0,0,0,0,1,0,1
6285,34,Caucasian,0,0,0,0,0,1,1,0
6286,24,African-American,1,0,0,0,7,1,1,1
6287,32,Caucasian,1,0,0,0,0,0,0,0
6289,38,Caucasian,0,0,0,0,5,1,1,0
6292,56,African-American,1,0,0,0,3,0,0,1
6293,44,African-American,0,0,0,0,0,0,0,1
6296,31,African-American,1,0,0,0,1,0,1,1
6297,25,Caucasian,0,0,0,0,6,1,0,0
6299,20,African-American,0,0,0,0,0,0,0,1
6300,35,African-American,1,0,0,0,1,0,0,1
6301,33,African-American,1,0,0,0,1,1,1,1
6302,24,African-American,1,0,0,0,0,0,0,1
6304,27,African-American,1,0,0,0,9,1,1,1
6312,38,African-American,1,0,0,0,9,1,1,1
6314,20,Caucasian,1,0,0,1,0,1,1,0
6315,30,African-American,1,0,0,0,9,1,1,1
6317,36,Caucasian,1,0,0,0,9,1,1,0
6319,23,African-American,1,0,0,0,2,0,1,1
6320,39,African-American,1,0,0,0,21,1,1,1
6322,29,Caucasian,1,0,0,0,3,1,1,0
6323,58,Caucasian,1,0,0,0,2,0,1,0
6326,23,Caucasian,1,0,0,0,3,0,1,0
6328,68,African-American,0,0,0,0,5,1,0,1
6330,26,Caucasian,0,0,0,0,2,0,0,0
6332,51,African-American,1,0,0,0,0,1,1,1
6335,25,African-American,1,0,0,0,0,0,0,1
6336,40,African-American,1,0,0,0,5,1,1,1
6337,51,African-American,1,0,0,0,14,1,0,1
6338,27,African-American,1,0,0,0,2,0,1,1
6339,49,African-American,1,0,0,0,11,0,1,1
6345,20,African-American,1,0,0,0,0,1,0,1
6347,21,African-American,1,0,0,0,2,1,1,1
6349,31,African-American,0,0,0,0,0,1,0,1
6353,57,African-American,1,0,0,0,0,0,0,1
6354,61,Caucasian,0,0,0,0,8,1,1,0
6359,54,African-American,1,0,0,0,3,1,1,1
6360,39,Caucasian,1,0,0,0,0,1,0,0
6361,24,African-American,1,0,1,0,1,1,0,1
6365,48,African-American,1,0,0,1,8,1,1,1
6367,30,African-American,1,0,0,1,6,0,1,1
6368,26,African-American,1,0,1,0,10,1,1,1
6371,37,African-American,1,0,0,0,12,1,1,1
6372,26,African-American,1,0,0,0,4,1,1,1
6373,29,African-American,1,0,0,0,7,0,1,1
6375,26,African-American,1,0,0,0,1,0,1,1
6376,60,African-American,1,0,0,0,2,1,0,1
6377,27,Caucasian,1,0,0,0,2,1,1,0
6379,22,Caucasian,1,0,0,1,1,1,0,0
6380,28,African-American,1,0,0,0,3,1,0,1
6381,33,African-American,1,0,0,0,13,1,1,1
6382,28,African-American,1,0,0,0,2,1,0,1
6383,55,Caucasian,1,0,0,0,0,0,1,0
6384,21,African-American,1,0,1,0,6,1,1,1
6389,29,Caucasian,0,0,0,0,6,1,1,0
6391,24,African-American,1,0,0,0,2,0,1,1
6392,50,African-American,1,0,0,0,12,1,1,1
6393,24,African-American,1,0,0,0,1,0,1,1
6394,47,African-American,1,0,0,0,1,1,0,1
6396,54,Caucasian,1,0,0,0,6,1,0,0
6398,42,Caucasian,0,0,0,0,0,0,0,0
6399,35,Caucasian,1,0,0,0,5,1,0,0
6400,30,African-American,1,0,0,0,0,1,1,1
6401,53,Caucasian,1,0,0,0,1,1,0,0
6402,31,African-American,0,0,0,0,2,0,0,1
6409,31,African-American,1,0,0,0,0,1,1,1
6413,47,African-American,1,0,0,0,9,1,0,1
6420,24,African-American,1,0,1,0,9,0,1,1
6422,22,African-American,0,0,1,0,2,1,0,1
6425,30,African-American,0,0,0,0,2,1,0,1
6428,43,Caucasian,0,0,0,0,22,0,1,0
6430,50,African-American,1,0,0,0,0,0,0,1
6432,42,Caucasian,0,0,0,0,3,1,0,0
6433,29,Caucasian,0,0,0,0,1,1,1,0
6439,25,African-American,1,0,0,0,5,1,1,1
6441,36,African-American,1,0,0,0,4,1,0,1
6442,24,African-American,1,0,0,0,1,0,1,1
6443,28,Caucasian,1,0,0,0,5,1,0,0
6446,31,Caucasian,1,0,0,0,0,0,1,0
6447,23,African-American,1,0,0,0,0,1,0,1
6448,29,Caucasian,1,0,0,0,4,0,1,0
6449,51,African-American,1,0,0,0,11,0,1,1
6450,34,African-American,1,0,0,0,1,1,0,1
6451,29,African-American,1,0,0,0,12,1,1,1
6453,39,African-American,1,0,1,0,13,1,1,1
6459,59,African-American,1,0,0,0,15,0,1,1
6462,23,African-American,1,0,0,2,3,1,1,1
6463,31,African-American,1,0,0,0,15,1,0,1
6466,53,Caucasian,1,0,0,0,0,0,0,0
6467,34,African-American,1,0,0,0,12,1,0,1
6468,63,African-American,0,0,0,0,1,1,0,1
6470,21,African-American,0,0,0,0,0,1,1,1
6471,47,Caucasian,1,0,0,0,28,1,1,0
6473,34,African-American,1,0,0,0,7,1,1,1
6477,58,Caucasian,1,0,0,0,4,1,1,0
6480,36,African-American,1,3,0,0,16,1,1,1
6481,23,African-American,0,0,0,0,0,0,0,1
6482,34,African-American,1,0,0,0,5,1,1,1
6483,56,Caucasian,1,0,0,0,13,1,0,0
6484,52,Caucasian,0,0,0,0,0,1,0,0
6485,56,African-American,1,0,0,0,0,1,0,1
6487,37,African-American,0,0,0,0,0,0,0,1
6488,50,Caucasian,0,0,0,0,0,0,0,0
6489,25,African-American,1,0,0,0,1,1,1,1
6490,22,African-American,1,0,0,0,0,1,1,1
6491,43,Caucasian,0,0,0,0,0,0,1,0
6492,30,Caucasian,1,0,0,0,1,0,0,0
6496,24,Caucasian,1,0,0,0,0,1,0,0
6497,29,African-American,1,0,0,0,7,0,1,1
6500,24,Caucasian,0,0,0,0,0,1,0,0
6501,74,African-American,0,0,0,0,0,1,0,1
6502,27,African-American,1,0,0,1,8,0,1,1
6505,29,Caucasian,1,0,0,0,5,1,0,0
6508,35,African-American,0,0,0,0,5,1,0,1
6511,29,African-American,1,0,0,0,1,0,1,1
6512,36,Caucasian,1,0,0,0,1,1,0,0
6514,26,Caucasian,1,0,0,0,2,1,0,0
6520,26,African-American,0,0,0,0,1,1,0,1
6521,39,Caucasian,0,0,1,0,11,1,1,0
6522,22,African-American,1,0,1,0,3,1,1,1
6524,28,Caucasian,1,0,0,0,0,1,0,0
6525,51,Caucasian,1,0,0,0,1,1,1,0
6527,23,African-American,0,0,0,0,0,0,0,1
6528,29,African-American,1,1,2,0,6,1,1,1
6531,24,African-American,1,0,0,2,1,0,1,1
6534,33,African-American,0,0,0,0,5,1,0,1
6535,21,Caucasian,1,1,0,0,1,1,1,0
6536,59,Caucasian,1,0,0,0,3,0,0,0
6537,26,Caucasian,1,0,0,0,4,1,1,0
6548,21,African-American,1,0,0,2,1,1,1,1
6549,52,African-American,1,0,0,0,0,0,1,1
6550,56,African-American,1,0,0,0,12,1,1,1
6551,40,Caucasian,1,0,0,0,1,0,0,0
6552,48,Caucasian,0,0,0,0,8,0,1,0
6554,26,African-American,0,0,0,0,0,1,0,1
6558,66,Caucasian,1,0,0,0,1,1,1,0
6560,54,African-American,0,0,0,0,6,1,0,1
6563,31,Caucasian,1,0,0,0,4,0,1,0
6564,34,Caucasian,1,0,0,0,0,1,0,0
6566,25,African-American,1,0,0,0,9,1,1,1
6570,47,Caucasian,1,0,0,0,2,1,0,0
6571,51,African-American,1,0,0,1,12,1,1,1
6572,25,Caucasian,1,0,0,0,1,1,0,0
6574,31,African-American,0,0,0,0,2,1,1,1
6577,36,Caucasian,1,0,0,0,1,1,0,0
6580,49,Caucasian,1,0,0,0,0,0,0,0
